course_id,title,prefix,subject_page
ACG2021,Principles of Financial Accounting,ACG,acg-accounting
ACG2071,Principles of Managerial Accounting,ACG,acg-accounting
ACG3024,Accounting for Non-Financial Majors,ACG,acg-accounting
ACG3101,Intermediate Accounting I,ACG,acg-accounting
ACG3113,Intermediate Accounting II,ACG,acg-accounting
ACG3123,Intermediate Accounting III,ACG,acg-accounting
ACG3341,Cost Accounting,ACG,acg-accounting
ACG4401,Accounting Information Systems,ACG,acg-accounting
ACG4501,Governmental and Nonprofit Accounting,ACG,acg-accounting
ACG4632,Auditing,ACG,acg-accounting
ACR0550C,Introduction to HVAC,ACR,acr-air-cond-refrig-and-heat
ACR0551C,Fundamentals of HVAC,ACR,acr-air-cond-refrig-and-heat
ACR0560C,Residential Air Conditioning I,ACR,acr-air-cond-refrig-and-heat
ACR0561C,Residential Air Conditioning II,ACR,acr-air-cond-refrig-and-heat
ACR0613C,Advanced Technology,ACR,acr-air-cond-refrig-and-heat
ACR0744C,Commercial Refrigeration I,ACR,acr-air-cond-refrig-and-heat
ACR0746C,Commercial Refrigeration II,ACR,acr-air-cond-refrig-and-heat
ACR0810C,Advanced Service Practice,ACR,acr-air-cond-refrig-and-heat
AER0014C,Automotive Service Assistor and Lab,AER,aer-automotive-service
AER0110C,Engine Mechanical Service and Repair and Lab,AER,aer-automotive-service
AER0172C,Automotive Heating and Air Conditioning Systems and Lab,AER,aer-automotive-service
AER0257C,Automotive Transmission and Transaxles and Lab,AER,aer-automotive-service
AER0274C,Manual Drivetrain and Axle and Lab,AER,aer-automotive-service
AER0360C,Electricity/Electronics Fundamentals and Lab,AER,aer-automotive-service
AER0418C,Automotive Brake Systems and Lab,AER,aer-automotive-service
AER0453C,Automotive Steering and Suspension and Lab,AER,aer-automotive-service
AER0503C,Automotive Engine Performance and Lab,AER,aer-automotive-service
AFR1101,U.S. Military Forces GMC - AF101,AFR,afr-military-science
AFR1111,The Air Force Today II (General Military Course) - AF102,AFR,afr-military-science
AFR2130,The Development of Air Power - AF201,AFR,afr-military-science
AFR2131,The Development of Air Power II (General Military Course) - AF202,AFR,afr-military-science
AFR3220,Air Force Management & Leadership - AF301,AFR,afr-military-science
AFR3221,Air Force Leadership Studies II (Professional Officer Course) - AF302,AFR,afr-military-science
AFR4231,Preparation for Active Duty - AF401,AFR,afr-military-science
AFR4232,Preparation for Active Duty II (Professional Officer Course) - AF402,AFR,afr-military-science
AMH2010,United States History to 1877,AMH,amh-history
AMH2020,United States History 1865 to Present,AMH,amh-history
AMH2057,The American Civil War,AMH,amh-history
AMH2058,World War II,AMH,amh-history
AMH2059,The Vietnam War,AMH,amh-history
AMH2091,Survey of African American History,AMH,amh-history
AML2600,Introduction to African American Literature,AML,aml-english-language-and-lit
ANT2000,Introduction to Anthropology,ANT,ant-anthropology
APA1111,Office Accounting I,APA,apa-accounting
APA1121,Office Accounting II,APA,apa-accounting
APA1711,Computerized Spreadsheet,APA,apa-accounting
ARH1000,Art Appreciation,ARH,arh-art
ARH2050,Survey of Art History I,ARH,arh-art
ARH2051,Survey of Art History II,ARH,arh-art
ARH2905,Directed Study in Art History,ARH,arh-art
ARR0021,Automotive Collision Estimating,ARR,arr-automotive-collision
ARR0121C,Introduction to Refinishing and Lab,ARR,arr-automotive-collision
ARR0122C,Intermediate Refinishing and Lab,ARR,arr-automotive-collision
ARR0123C,Advanced Refinishing and Lab,ARR,arr-automotive-collision
ARR0241C,Introduction to Collision Repair and Lab,ARR,arr-automotive-collision
ARR0242C,Intermediate Collision Repair and Lab,ARR,arr-automotive-collision
ARR0243C,Advanced Collision Repair and Lab,ARR,arr-automotive-collision
ARR0244C,Advanced Overview of Collision and Refinishing and Lab,ARR,arr-automotive-collision
ARR0381C,Introduction to Unibody and Frame and Lab,ARR,arr-automotive-collision
ARR0382C,Intermediate Unibody and Frame and Lab,ARR,arr-automotive-collision
ARR0905,Directed Study in Automotive Body Repair and Refinishing,ARR,arr-automotive-collision
ARR0949,Cooperative Education Experience in Automotive Body Repair and Refinishing,ARR,arr-automotive-collision
ART1201C,Design I and Lab,ART,art-art
ART1203C,Design II and Lab,ART,art-art
ART1300C,Drawing I and Lab,ART,art-art
ART1301C,Drawing II and Lab,ART,art-art
ART1331C,Drawing III and Lab,ART,art-art
ART1500C,Painting I and Lab,ART,art-art
ART1501C,Painting II and Lab,ART,art-art
ART2400C,Printmaking I and Lab,ART,art-art
ART2540C,Watercolor I and Lab,ART,art-art
ART2752C,Ceramics I and Lab,ART,art-art
ART2753C,Wheel Throwing II and Lab,ART,art-art
ART2754C,Ceramics II and Lab,ART,art-art
ART2755C,Ceramics III and Lab,ART,art-art
ASL2140,American Sign Language I,ASL,asl-foreign-lang-sign-lang
ASL2150,American Sign Language II,ASL,asl-foreign-lang-sign-lang
ASL2160,American Sign Language III,ASL,asl-foreign-lang-sign-lang
ASL2200,American Sign Language IV,ASL,asl-foreign-lang-sign-lang
ASL2905,Directed Study in American Sign Language,ASL,asl-foreign-lang-sign-lang
AST1002,Astronomy,AST,ast-astronomy
AST2905,Directed Study in Astronomy,AST,ast-astronomy
BCA0330,Electrical Academy Union Apprentice I,BCA,bca-build-construct-appren
BCA0330L,Electrical Academy Union Apprentice I Lab-OJT,BCA,bca-build-construct-appren
BCA0331,Electrical Academy Union Apprentice 2,BCA,bca-build-construct-appren
BCA0331L,Electrical Academy Union Apprentice 2 Lab-OJT,BCA,bca-build-construct-appren
BCA0332,Electrical Academy Union Apprentice 2,BCA,bca-build-construct-appren
BCA0332L,Electrical Academy Union Apprentice 3 Lab-OJT,BCA,bca-build-construct-appren
BCA0333,Electrical Academy Union Apprentice 4,BCA,bca-build-construct-appren
BCA0333L,Electrical Academy Union Apprentice 4 Lab-OJT,BCA,bca-build-construct-appren
BCA0334,Electrical Academy Union Apprentice 5,BCA,bca-build-construct-appren
BCA0334L,Electrical Academy Union Apprentice 5 Lab-OJT,BCA,bca-build-construct-appren
BCA0335L,Electrical Academy Union Apprentice 6 Lab-OJT,BCA,bca-build-construct-appren
BCA0336,Electrical Academy Union Apprentice 7,BCA,bca-build-construct-appren
BCA0336L,Electrical Academy Union Apprentice 7 Lab-OJT,BCA,bca-build-construct-appren
BCA0337,Electrical Academy Union Apprentice 8,BCA,bca-build-construct-appren
BCA0337L,Electrical Academy Union Apprentice 8 Lab-OJT,BCA,bca-build-construct-appren
BCA0338,Electrical Academy Union Apprentice 9,BCA,bca-build-construct-appren
BCA0338L,Electrical Academy Union Apprentice 9 Lab-OJT,BCA,bca-build-construct-appren
BCA0339,Electrical Academy Union Apprentice 10,BCA,bca-build-construct-appren
BCA0339L,Electrical Academy Union Apprentice 10 Lab-OJT,BCA,bca-build-construct-appren
BCA0340,Electrical Apprentice 9 (Union),BCA,bca-build-construct-appren
BCA0340L,Electrical Apprentice 9 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0341,Electrical Apprentice 10 (Non-Union),BCA,bca-build-construct-appren
BCA0341L,Electrical Apprentice 10 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0342,Electrical Apprentice 11 (Non-Union),BCA,bca-build-construct-appren
BCA0342L,Electrical Apprentice 11 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0343L,Electrical Apprentice 12 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0350,Electrical Apprentice I (Non-Union),BCA,bca-build-construct-appren
BCA0350L,Electrical Apprentice I Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0351,Electrical Apprentice 2 (Non-Union),BCA,bca-build-construct-appren
BCA0351L,Electrical Apprentice 2 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0352L,Electrical Apprentice 3 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0353,Electrical Apprentice 4 (Non-Union),BCA,bca-build-construct-appren
BCA0353L,Electrical Apprentice 4 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0354,Electrical Apprentice 5 (Non-Union),BCA,bca-build-construct-appren
BCA0354L,Electrical Apprentice 5 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0355L,Electrical Apprentice 6 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0356,Electrical Apprentice 7 (Non-Union),BCA,bca-build-construct-appren
BCA0356L,Electrical Apprentice 7 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0357,Electrical Apprentice 8 (Non-Union),BCA,bca-build-construct-appren
BCA0357L,Electrical Apprentice 8 Lab-OJT (Non-Union),BCA,bca-build-construct-appren
BCA0390L,Electrical Academy Union Apprentice 11 Lab-OJT,BCA,bca-build-construct-appren
BCA0391L,Electrical Academy Union Apprentice 12 Lab-OJT,BCA,bca-build-construct-appren
BCA0431,Plumbing Apprentice 11,BCA,bca-build-construct-appren
BCA0431L,Plumbing Apprentice 11 Lab - OJT,BCA,bca-build-construct-appren
BCA0432,Plumbing Apprentice 12,BCA,bca-build-construct-appren
BCA0432L,Plumbing Apprentice 12 Lab - OJT,BCA,bca-build-construct-appren
BCA0433L,Plumbing Apprentice 13 Lab - OJT,BCA,bca-build-construct-appren
BCA0434,Plumbing Apprentice 14,BCA,bca-build-construct-appren
BCA0434L,Plumbing Apprentice 14 Lab - OJT,BCA,bca-build-construct-appren
BCA0435,Plumbing Apprentice 15,BCA,bca-build-construct-appren
BCA0435L,Plumbing Apprentice 15 Lab - OJT,BCA,bca-build-construct-appren
BCA0450L,Plumbing Apprentice 1 Lab - OJT,BCA,bca-build-construct-appren
BCA0451,Plumbing Apprentice 2,BCA,bca-build-construct-appren
BCA0451L,Plumbing Apprentice 2 Lab - OJT,BCA,bca-build-construct-appren
BCA0452,Plumbing Apprentice 3,BCA,bca-build-construct-appren
BCA0452L,Plumbing Apprentice 3 Lab - OJT,BCA,bca-build-construct-appren
BCA0453L,Plumbing Apprentice 4 Lab - OJT,BCA,bca-build-construct-appren
BCA0454,Plumbing Apprentice 5,BCA,bca-build-construct-appren
BCA0454L,Plumbing Apprentice 5 Lab - OJT,BCA,bca-build-construct-appren
BCA0455,Plumbing Apprentice 6,BCA,bca-build-construct-appren
BCA0455L,Plumbing Apprentice 6 Lab - OJT,BCA,bca-build-construct-appren
BCA0456L,Plumbing Apprentice 7 Lab - OJT,BCA,bca-build-construct-appren
BCA0457,Plumbing Apprentice 8,BCA,bca-build-construct-appren
BCA0457L,Plumbing Apprentice 8 Lab - OJT,BCA,bca-build-construct-appren
BCA0458,Plumbing Apprentice 9,BCA,bca-build-construct-appren
BCA0458L,Plumbing Apprentice 9 Lab - OJT,BCA,bca-build-construct-appren
BCA0459L,Plumbing Apprentice 10 Lab,BCA,bca-build-construct-appren
BCH3023C,Biochemistry I and Lab,BCH,bch-biochemistry
BCN1210,Materials and Processes,BCN,bcn-building-construction
BCN1251C,Architectural Drawing I and Lab,BCN,bcn-building-construction
BCN1253C,Architectural Drawing II and Lab,BCN,bcn-building-construction
BCN2049,Sustainable Design & Construction,BCN,bcn-building-construction
BCN2905,Directed Study in Construction,BCN,bcn-building-construction
BCT1040,Blueprint Reading,BCT,bct-building-construction
BCT2949,Cooperative Education Experience in Construction,BCT,bct-building-construction
BCT2990,Technical Training,BCT,bct-building-construction
BCV0080L,Building Construction Assistant I Lab,BCV,bcv-build-construct-voc
BCV0081L,Carpentry and Masonry Technician Lab,BCV,bcv-build-construct-voc
BCV0082L,Electrical and Plumbing Technician Lab,BCV,bcv-build-construct-voc
BCV0084L,Building Construction Assistant II Lab,BCV,bcv-build-construct-voc
BCV0942C,Building Construction Capstone,BCV,bcv-build-construct-voc
BOT1010C,General Botany and Lab,BOT,bot-botany
BOT2150,Native Plants of Central Florida,BOT,bot-botany
BOT3151,Flora of Central Florida,BOT,bot-botany
BSC0070,Basic Anatomy and Physiology for Health Careers,BSC,bsc-biological-science
BSC1005,Survey of Biological Sciences (For Non-Science Majors),BSC,bsc-biological-science
BSC1005L,Survey of Biological Science (For Non-Science Majors) Lab,BSC,bsc-biological-science
BSC1010C,General Biology I (For Science Majors) and Lab,BSC,bsc-biological-science
BSC1011C,General Biology II (For Science Majors) and Lab,BSC,bsc-biological-science
BSC1020,Human Biology,BSC,bsc-biological-science
BSC1085C,Human Anatomy and Physiology I and Lab,BSC,bsc-biological-science
BSC1086C,Human Anatomy & Physiology II and Lab,BSC,bsc-biological-science
BSC2905,Directed Study in Biological Sciences,BSC,bsc-biological-science
BUL2241,Business Law I,BUL,bul-business-law
BUL2242,Business Law II,BUL,bul-business-law
BUL3130,"Legal, Ethical, and Social Aspects of Business",BUL,bul-business-law
CAI1320,AI Application & Prompt Engineering,CAI,cai-computing-artificial-intel
CAI2010,Introduction to AI and Machine Learning with Python Programming,CAI,cai-computing-artificial-intel
CAP2741,Data Visualization,CAP,cap-computer-science
CCJ1010,Introduction to Criminology,CCJ,ccj-criminal-justice
CCJ1020,Introduction to Criminal Justice,CCJ,ccj-criminal-justice
CCJ1080,Introduction to Criminal Forensic Studies,CCJ,ccj-criminal-justice
CCJ2647,Organized Crime,CCJ,ccj-criminal-justice
CCJ2650,"Drugs, Alcohol and Crime",CCJ,ccj-criminal-justice
CCJ2930,Cybercrime,CCJ,ccj-criminal-justice
CDA4101,Computer Organization and Design,CDA,cda-computer-science
CEN2002,Software Design and Development I,CEN,cen-computer-science
CEN3722,Human Computer Interfaces,CEN,cen-computer-science
CEN4010,Software Engineering,CEN,cen-computer-science
CEN4801,Systems Integration,CEN,cen-computer-science
CET1112C,Digital Fundamentals and Lab,CET,cet-computer-electronic-tech
CET1600,Network Plus,CET,cet-computer-electronic-tech
CET2123C,Microcomputer and Basic Digital Communications and Lab,CET,cet-computer-electronic-tech
CET2154,Computer Hardware & Software,CET,cet-computer-electronic-tech
CET2660,Fundamentals of Cybersecurity Analysis,CET,cet-computer-electronic-tech
CET2850,Wireless and Mobile Security,CET,cet-computer-electronic-tech
CET2949,Internship in Computer Engineering Technology,CET,cet-computer-electronic-tech
CET3116,Digital Technology,CET,cet-computer-electronic-tech
CET3198,Digital Systems,CET,cet-computer-electronic-tech
CET3198L,Digital Systems Lab,CET,cet-computer-electronic-tech
CET3906,Directed Study in Computer Engineering Technology,CET,cet-computer-electronic-tech
CET4138C,Programmable Digital Devices and Lab,CET,cet-computer-electronic-tech
CET4860,Introduction to Digital Forensics,CET,cet-computer-electronic-tech
CET4861,Advanced Digital Forensics,CET,cet-computer-electronic-tech
CET4862,Network Forensics and Incident Response,CET,cet-computer-electronic-tech
CET4884,Security Methods and Practice,CET,cet-computer-electronic-tech
CGS2100,Microcomputer Applications,CGS,cgs-computer-science
CGS2820,"Web Programming (JavaScript, Ajax, ASP.Net)",CGS,cgs-computer-science
CHD1220,Child Growth and Development,CHD,chd-early-childhood-education
CHD1430,"Observation, Recording and Assessment",CHD,chd-early-childhood-education
CHD1820,Introduction to Early Childhood Education II,CHD,chd-early-childhood-education
CHD2320,Curriculum Planning for Early Childhood,CHD,chd-early-childhood-education
CHD2333,Creative Activities for the Young Child,CHD,chd-early-childhood-education
CHD2334,Language Arts for the Young Child,CHD,chd-early-childhood-education
CHD2335,Music and Motor Activities for the Young Child,CHD,chd-early-childhood-education
CHD2338,Math and Science for the Young Child,CHD,chd-early-childhood-education
CHD2440,Child Development Practicum,CHD,chd-early-childhood-education
CHD2801,Child Development Management,CHD,chd-early-childhood-education
CHD2905,Directed Study in Child Development,CHD,chd-early-childhood-education
CHM1020,Chemistry in Society,CHM,chm-chemistry
CHM1025C,Introduction to Chemistry and Lab,CHM,chm-chemistry
CHM1045C,General College Chemistry I and Lab,CHM,chm-chemistry
CHM1046C,General College Chemistry II and Lab,CHM,chm-chemistry
CHM2210C,Organic Chemistry I and Lab,CHM,chm-chemistry
CHM2211C,Organic Chemistry II and Lab,CHM,chm-chemistry
CHM2905,Directed Study in Chemistry,CHM,chm-chemistry
CHM3085,Environmental Chemistry,CHM,chm-chemistry
CHM3120C,Quantitative Analysis and Lab,CHM,chm-chemistry
CIS2121,Security Operations Management,CIS,cis-computer-science
CIS2350,Principles of Information Assurance,CIS,cis-computer-science
CIS2949,Internship in Computer and Information Systems,CIS,cis-computer-science
CIS4250,Ethical Issues in IT,CIS,cis-computer-science
CIS4360,Applied Cybersecurity,CIS,cis-computer-science
CIS4510,IT Project Management,CIS,cis-computer-science
CJC1000,Introduction to Corrections,CJC,cjc-criminal-justice
CJD0259,Le Sem-Auto Pi,CJD,cjd-criminal-justice
CJD2990,Criminal Justice Bridge Transition,CJD,cjd-criminal-justice
CJE1670,Crime Scene Investigation,CJE,cje-criminal-justice
CJE2304,Introduction to Police Supervision,CJE,cje-criminal-justice
CJJ2002,Juvenile Delinquency,CJJ,cjj-criminal-justice
CJK0002,Introduction to Law Enforcement,CJK,cjk-criminal-justice
CJK0013,Law Enforcement Interactions in a Diverse Community,CJK,cjk-criminal-justice
CJK0016,Communication,CJK,cjk-criminal-justice
CJK0018,Legal,CJK,cjk-criminal-justice
CJK0019,Interviewing and Report Writing,CJK,cjk-criminal-justice
CJK0020,CMS Law Enforcement Vehicle Operations,CJK,cjk-criminal-justice
CJK0021,Serving Your Community,CJK,cjk-criminal-justice
CJK0031,CMS First Aid for Criminal Justice Officers,CJK,cjk-criminal-justice
CJK0040,CMS Criminal Justice Firearms,CJK,cjk-criminal-justice
CJK0051,Criminal Justice Defensive Tactics,CJK,cjk-criminal-justice
CJK0063,Fundamentals of Patrol,CJK,cjk-criminal-justice
CJK0072,Crimes Against Persons,CJK,cjk-criminal-justice
CJK0073,Crimes Involving Property and Society,CJK,cjk-criminal-justice
CJK0079,Crime Scene Follow-up Investigations,CJK,cjk-criminal-justice
CJK0093,Critical Incidents,CJK,cjk-criminal-justice
CJK0096,Law Enforcement Officer Physical Fitness Training,CJK,cjk-criminal-justice
CJK0111,Interviewing and Report Writing in Corrections,CJK,cjk-criminal-justice
CJK0301,Introduction to Corrections,CJK,cjk-criminal-justice
CJK0306,Communication for Correctional,CJK,cjk-criminal-justice
CJK0321,Intake and Release,CJK,cjk-criminal-justice
CJK0324,Supervision in a Correctional Facility,CJK,cjk-criminal-justice
CJK0326,Supervising Correctional Populations,CJK,cjk-criminal-justice
CJK0327,Shift Management and Safety,CJK,cjk-criminal-justice
CJK0336,Incidents and Emergencies in Correctional Facilities,CJK,cjk-criminal-justice
CJK0340,Officer Wellness and Physical Abilities,CJK,cjk-criminal-justice
CJK0355,Legal for Correctional Officers,CJK,cjk-criminal-justice
CJK0400,Traffic Incidents,CJK,cjk-criminal-justice
CJK0401,Traffic Stops,CJK,cjk-criminal-justice
CJK0402,Traffic Crash Investigations,CJK,cjk-criminal-justice
CJK0403,DUI Traffic Stops,CJK,cjk-criminal-justice
CJK0421,Conducted Electrical Weapon/Dart-Firing Stun Gun,CJK,cjk-criminal-justice
CJL2072,Civil Rights and Liability in Criminal Justice,CJL,cjl-criminal-justice
CJT2100,Criminal Investigation,CJT,cjt-criminal-justice
CLP0999,Psy Req-Cert Prg,CLP,clp-psychology
CLP2140,Abnormal Psychology,CLP,clp-psychology
CNT2402,Penetration Testing,CNT,cnt-computer-networking
CNT2404,Intrusion Detection and Response,CNT,cnt-computer-networking
CNT3104,Introduction to Telecommunications,CNT,cnt-computer-networking
CNT4007,Data and Computer Communications,CNT,cnt-computer-networking
CNT4703,Voice and Data Network Design,CNT,cnt-computer-networking
COM2998B,Communicatn Req,COM,com-communications
COM2999B,Communicatn Req,COM,com-communications
COP1000,Principles of Computer Programming,COP,cop-computer-science
COP2071,Querying Database,COP,cop-computer-science
COP2072,Reporting Services,COP,cop-computer-science
COP2220,Computer Programming C,COP,cop-computer-science
COP2360,C# Programming,COP,cop-computer-science
COP2700,Introduction to Database Management,COP,cop-computer-science
COP2800,Computer Programming Java,COP,cop-computer-science
COP2905,Directed Study in Computer Programming,COP,cop-computer-science
COP2949,Internship in Computer Programming,COP,cop-computer-science
COP3530,Data Structures,COP,cop-computer-science
COP4610,Operating Systems,COP,cop-computer-science
COP4708,Applied Database I,COP,cop-computer-science
COP4709,Applied Database II,COP,cop-computer-science
COP4813,Web Systems I,COP,cop-computer-science
COP4834,Web Systems II,COP,cop-computer-science
COS0013L,Barbering I Lab,COS,cos-cosmetology
COS0080L,Cosmetology I Lab,COS,cos-cosmetology
COS0081L,Cosmetology II Lab,COS,cos-cosmetology
COS0082L,Cosmetology III Lab,COS,cos-cosmetology
COS0083L,Cosmetology IV Lab,COS,cos-cosmetology
COS0084L,Cosmetology V Lab,COS,cos-cosmetology
COS0512L,Barbering II Lab,COS,cos-cosmetology
COS0561L,Barbering III Lab,COS,cos-cosmetology
COS0562L,Barbering Lab Bridge: Shaves/Beards/Mustaches,COS,cos-cosmetology
COS0571L,Barbering IV Lab,COS,cos-cosmetology
COS0580L,Barbering Lab - Level V,COS,cos-cosmetology
COS0905,Directed Study in Cosmetology,COS,cos-cosmetology
COS0930,Special Topics/Seminar in Cosmetology,COS,cos-cosmetology
COT3100,Discrete Computational Analysis,COT,cot-computing-theory
CPO2001,Comparative Government,CPO,cpo-political-science
CRW2100,Creative Writing,CRW,crw-english-language-and-lit
CSP0003L,Cosmetology Bridge Lab - Introduction to Cosmetology,CSP,csp-cosmetology
CTS1851,"Internet Web Foundations (HTML, CSS)",CTS,cts-computer-science
CTS2214,Project Management w/Microsoft Project,CTS,cts-computer-science
CTS2308,Installing and Configuring Windows Workstation OS,CTS,cts-computer-science
CTS2321,Linux Fundamentals,CTS,cts-computer-science
CTS2353,Networking with Windows Server,CTS,cts-computer-science
CTS2358,Identity with Windows Server,CTS,cts-computer-science
CTS2370,Virtualization Infrastructure: Installation and Configuration,CTS,cts-computer-science
CTS2375,Essentials of Cloud Computing,CTS,cts-computer-science
CTS2450,Business Intelligence,CTS,cts-computer-science
CTS3348,Linux Administration,CTS,cts-computer-science
DAA1000,Introduction to Dance,DAA,daa-dance
DAA1104,Contemporary/Modern Dance I,DAA,daa-dance
DAA1204,Ballet I,DAA,daa-dance
DAA1500,Jazz I,DAA,daa-dance
DAA1520,Tap I,DAA,daa-dance
DAA2105,Contemporary/Modern Dance II,DAA,daa-dance
DAA2205,Ballet II,DAA,daa-dance
DAA2501,Jazz II,DAA,daa-dance
DAA2540,Musical Theater Dance,DAA,daa-dance
DAA2610,Dance Composition,DAA,daa-dance
DAA2640,Rehearsal & Performance (Dance Theatre),DAA,daa-dance
DAN1100,Dance Appreciation,DAN,dan-dance
DAN2740,Stretch and Conditioning,DAN,dan-dance
DAN2905,Directed Study in Dance,DAN,dan-dance
DEA0000,Introduction to Dental Assisting,DEA,dea-dental-assisting
DEA0020C,Chairside Assisting I and Lab,DEA,dea-dental-assisting
DEA0130,Biomedical Science,DEA,dea-dental-assisting
DEA0801C,Chairside Assisting II and Lab,DEA,dea-dental-assisting
DEA0850L,Externship I,DEA,dea-dental-assisting
DEA0851L,Externship II,DEA,dea-dental-assisting
DEH1002C,Preclinical Dental Hygiene and Lab,DEH,deh-dental-hygiene
DEH1133,Orofacial Anatomy and Physiology,DEH,deh-dental-hygiene
DEH1602,Periodontology,DEH,deh-dental-hygiene
DEH1800,Clinical Dental Hygiene I,DEH,deh-dental-hygiene
DEH1800L,Dental Hygiene Clinic I,DEH,deh-dental-hygiene
DEH1802,Clinical Dental Hygiene II,DEH,deh-dental-hygiene
DEH1802L,Dental Hygiene Clinic II,DEH,deh-dental-hygiene
DEH2300,Pharmacology,DEH,deh-dental-hygiene
DEH2400,General and Oral Pathology,DEH,deh-dental-hygiene
DEH2702C,Community Dental Health and Lab,DEH,deh-dental-hygiene
DEH2804,Clinical Dental Hygiene III,DEH,deh-dental-hygiene
DEH2804L,Dental Hygiene Clinic III,DEH,deh-dental-hygiene
DEH2806,Clinical Dental Hygiene IV,DEH,deh-dental-hygiene
DEH2806L,Dental Hygiene Clinic IV,DEH,deh-dental-hygiene
DEP2004,Developmental Psychology,DEP,dep-psychology
DEP2402,Psychology of Adulthood and Aging,DEP,dep-psychology
DES0002,Dental Anatomy and Physiology,DES,des-dental-sci-support
DES0103C,Dental Materials and Laboratory Procedures,DES,des-dental-sci-support
DES0205C,Dental Radiology and Lab,DES,des-dental-sci-support
DES0501,Practice Management,DES,des-dental-sci-support
DES0844,Preventive Dentistry and Nutrition,DES,des-dental-sci-support
DES1010,Head and Neck Anatomy,DES,des-dental-sci-support
DES1054,Pain Control and Anesthesia,DES,des-dental-sci-support
DES1100C,Elements of Dental Materials and Lab,DES,des-dental-sci-support
DES1200C,Dental Radiography and Lab,DES,des-dental-sci-support
DES1832L,Expanded Functions for the Dental Hygienist,DES,des-dental-sci-support
DES1840,Preventive Dentistry,DES,des-dental-sci-support
DES2600,Medical and Dental Emergencies,DES,des-dental-sci-support
