course_id,title,prefix,subject_page
MUN1420,Woodwind Chamber Ensemble,MUN,mun-music
MUN1430,Brass Chamber Ensemble,MUN,mun-music
MUN1440,Percussion Chamber Ensemble,MUN,mun-music
MUN1460,Mixed Chamber Ensemble,MUN,mun-music
MUN1480,Guitar Chamber Ensemble,MUN,mun-music
MUN1640,Music Theater Ensemble,MUN,mun-music
MUN1710,Jazz Ensemble,MUN,mun-music
MUN1711,Jazz Combo,MUN,mun-music
MUN1720,Jazz Choir,MUN,mun-music
MUN2412,String Chamber Ensemble II,MUN,mun-music
MUN2432,Brass Chamber Ensemble II,MUN,mun-music
MUN2442,Percussion Chamber Ensemble,MUN,mun-music
MUN2489,Guitar Chamber Ensemble II,MUN,mun-music
MUN2491,Woodwind Chamber Ensemble II,MUN,mun-music
MUS1010L,Recital Seminar,MUS,mus-music
MUS2360,Learning Basic Music Using the Computer,MUS,mus-music
MUS2905,Cooperative Education Experience in Music,MUS,mus-music
MUT1111C,Music Theory I,MUT,mut-music-theory
MUT1122C,Music Theory II and Lab,MUT,mut-music-theory
MUT1241C,Sight Singing and Ear Training,MUT,mut-music-theory
MUT2126C,Music Theory III and Lab,MUT,mut-music-theory
MUT2127C,Music Theory IV and Lab,MUT,mut-music-theory
MVB1211,"Applied Music Secondary, Trumpet",MVB,mvb-music
MVB1212,"Applied Music Secondary, French Horn",MVB,mvb-music
MVB1213,"Applied Music Secondary, Trombone",MVB,mvb-music
MVB1214,"Applied Music Secondary, Baritone Horn",MVB,mvb-music
MVB1215,"Applied Music Secondary, Tuba",MVB,mvb-music
MVB1311,"Applied Music Principal, Trumpet",MVB,mvb-music
MVB1312,"Applied Music Principal, French Horn",MVB,mvb-music
MVB1313,"Applied Music Principal, Trombone",MVB,mvb-music
MVB1314,"Applied Music Principal, Baritone Horn",MVB,mvb-music
MVB1315,"Applied Music Principal, Tuba",MVB,mvb-music
MVB2221,"Applied Music Secondary, Trumpet",MVB,mvb-music
MVB2222,"Applied Music Secondary, French Horn",MVB,mvb-music
MVB2223,"Applied Music Secondary, Trombone",MVB,mvb-music
MVB2224,"Applied Music Secondary, Baritone Horn",MVB,mvb-music
MVB2225,"Applied Music Secondary, Tuba",MVB,mvb-music
MVB2321,"Applied Music Principal, Trumpet",MVB,mvb-music
MVB2322,"Applied Music Principal, French Horn",MVB,mvb-music
MVB2323,"Applied Music Principal, Trombone",MVB,mvb-music
MVB2324,"Applied Music Principal, Baritone Horn",MVB,mvb-music
MVB2325,"Applied Music Principal, Tuba",MVB,mvb-music
MVK1111,Applied Music-Group (Piano) I-II,MVK,mvk-music
MVK1211,"Applied Music Secondary, Piano",MVK,mvk-music
MVK1212,"Applied Music Secondary, Harpsichord",MVK,mvk-music
MVK1213,"Applied Music Secondary, Organ",MVK,mvk-music
MVK1311,"Applied Music Principal, Piano",MVK,mvk-music
MVK1312,"Applied Music Principal, Harpsichord",MVK,mvk-music
MVK1313,"Applied Music Principal, Organ",MVK,mvk-music
MVK2121,Applied Music-Group (Piano) III-IV,MVK,mvk-music
MVK2221,"Applied Music Secondary, Piano",MVK,mvk-music
MVK2222,"Applied Music Secondary, Harpsichord",MVK,mvk-music
MVK2223,"Applied Music Secondary, Organ",MVK,mvk-music
MVK2321,"Applied Music Principal, Piano",MVK,mvk-music
MVK2322,"Applied Music Principal, French Horn",MVK,mvk-music
MVK2323,"Applied Music Principal, Organ",MVK,mvk-music
MVO1210,"Applied Music Secondary, Other Instruments",MVO,mvo-music
MVO1310,"Applied Music Principal, Other Instruments",MVO,mvo-music
MVO2220,"Applied Music Secondary, Other Instruments",MVO,mvo-music
MVO2320,"Applied Music Principal, Other Instruments",MVO,mvo-music
MVP1211,"Applied Music Secondary, Percussion",MVP,mvp-music
MVP1311,"Applied Music Principal, Percussion",MVP,mvp-music
MVP2221,"Applied Music Secondary, Percussion",MVP,mvp-music
MVP2321,"Applied Music Principal, Percussion",MVP,mvp-music
MVS1116,Beginning Class Guitar,MVS,mvs-music
MVS1211,"Applied Music Secondary, Violin",MVS,mvs-music
MVS1212,"Applied Music Secondary, Viola",MVS,mvs-music
MVS1213,"Applied Music Secondary, Cello",MVS,mvs-music
MVS1214,"Applied Music Secondary, String Bass",MVS,mvs-music
MVS1215,"Applied Music Secondary, Harp",MVS,mvs-music
MVS1216,"Applied Music Secondary, Guitar",MVS,mvs-music
MVS1311,"Applied Music Principal, Violin",MVS,mvs-music
MVS1312,"Applied Music Principal, Viola",MVS,mvs-music
MVS1313,Applied Music Principal Cello,MVS,mvs-music
MVS1314,"Applied Music Principal, String Bass",MVS,mvs-music
MVS1315,"Applied Music Principal, Harp",MVS,mvs-music
MVS1316,"Applied Music Principal, Guitar",MVS,mvs-music
MVS2126,Intermediate Class Guitar,MVS,mvs-music
MVS2221,"Applied Music Secondary, Violin",MVS,mvs-music
MVS2222,"Applied Music Secondary, Viola",MVS,mvs-music
MVS2223,"Applied Music Secondary, Cello",MVS,mvs-music
MVS2224,"Applied Music Secondary, String Bass",MVS,mvs-music
MVS2225,"Applied Music Secondary, Harp",MVS,mvs-music
MVS2226,"Applied Music Secondary, Guitar",MVS,mvs-music
MVS2321,"Applied Music Principal, Violin",MVS,mvs-music
MVS2322,"Applied Music Principal, Viola",MVS,mvs-music
MVS2323,"Applied Music Principal, Cello",MVS,mvs-music
MVS2324,"Applied Music Principal, String Bass",MVS,mvs-music
MVS2325,"Applied Music Principal, Harp",MVS,mvs-music
MVS2326,"Applied Music Principal, Guitar",MVS,mvs-music
MVV1111,Beginning Class Voice,MVV,mvv-music
MVV1211,"Applied Music Secondary, Voice",MVV,mvv-music
MVV1311,"Applied Music Principal, Voice",MVV,mvv-music
MVV2121,Intermediate Voice,MVV,mvv-music
MVV2221,"Applied Music Secondary, Voice",MVV,mvv-music
MVV2321,"Applied Music Principal, Voice",MVV,mvv-music
MVW1211,"Applied Music Secondary, Flute",MVW,mvw-music
MVW1212,"Applied Music Secondary, Oboe",MVW,mvw-music
MVW1213,"Applied Music Secondary, Clarinet",MVW,mvw-music
MVW1214,"Applied Music Secondary, Bassoon",MVW,mvw-music
MVW1215,"Applied Music Secondary, Saxophone",MVW,mvw-music
MVW1311,"Applied Music Principal, Flute",MVW,mvw-music
MVW1312,"Applied Music Principal, Oboe",MVW,mvw-music
MVW1313,"Applied Music Principal, Clarinet",MVW,mvw-music
MVW1314,"Applied Music Principal, Bassoon",MVW,mvw-music
MVW1315,"Applied Music Principal, Saxophone",MVW,mvw-music
MVW2221,"Applied Music Secondary, Flute",MVW,mvw-music
MVW2222,"Applied Music Secondary, Oboe",MVW,mvw-music
MVW2223,"Applied Music Secondary, Clarinet",MVW,mvw-music
MVW2224,"Applied Music Secondary, Bassoon",MVW,mvw-music
MVW2225,"Applied Music Secondary, Saxophone",MVW,mvw-music
MVW2321,"Applied Music Principal, Flute",MVW,mvw-music
MVW2322,"Applied Music Principal, Oboe",MVW,mvw-music
MVW2323,"Applied Music Principal, Clarinet",MVW,mvw-music
MVW2324,"Applied Music Principal, Bassoon",MVW,mvw-music
MVW2325,"Applied Music Principal, Saxophone",MVW,mvw-music
NUR1005C,Transition into Professional Nursing and Lab,NUR,nur-nursing
NUR1020C,Nursing Process I and Lab,NUR,nur-nursing
NUR1230C,Nursing Process III and Lab,NUR,nur-nursing
NUR1322,Maternal Child Nursing for Transition into Professional Nursing Student,NUR,nur-nursing
NUR1423C,Nursing Process II and Lab,NUR,nur-nursing
NUR2731C,Nursing Process IV and Lab,NUR,nur-nursing
NUR2905,Directed Study in Nursing,NUR,nur-nursing
NUR2940C,Nursing Process V and Lab,NUR,nur-nursing
NUR2990,Advanced Standing,NUR,nur-nursing
NUR3065,Health Assessment,NUR,nur-nursing
NUR3125,Pathophysiology,NUR,nur-nursing
NUR3145,Pharmacology,NUR,nur-nursing
NUR3655,Nursing in a Multicultural Society,NUR,nur-nursing
NUR3826,Legal and Ethical Aspects of Nursing,NUR,nur-nursing
NUR3846,Critical Approaches to Nursing Theory,NUR,nur-nursing
NUR4169,Nursing Research and Evidence-Based Practice,NUR,nur-nursing
NUR4636C,Community Health Nursing and Lab,NUR,nur-nursing
NUR4827C,Leadership and Clinical Decision-Making and Lab,NUR,nur-nursing
NUR4837,Health Care Policy and Economics,NUR,nur-nursing
OCB2000C,Introduction to Marine Biology and Lab,OCB,ocb-marine-biology
OCE1001,Introduction to Oceanography,OCE,oce-oceanography
OCE1001L,Introduction to Oceanography Lab,OCE,oce-oceanography
OCE2905,Directed Study in Oceanography,OCE,oce-oceanography
OCE3014C,Oceanography: Coastal Ocean Studies in Biogeochemistry and Lab,OCE,oce-oceanography
OST1100,Document Formatting I,OST,ost-office-systems
OST1110,Document Formatting II,OST,ost-office-systems
OST1141,Keyboarding,OST,ost-office-systems
OST1330,Business English,OST,ost-office-systems
OST1435,Legal Terminology,OST,ost-office-systems
OST2336,Business Communications,OST,ost-office-systems
OST2401,Office Procedures,OST,ost-office-systems
OST2431,Legal Operations,OST,ost-office-systems
OST2461,Medical Office Procedures,OST,ost-office-systems
OST2501,Office Management,OST,ost-office-systems
OST2713,Advanced Computer Software Applications,OST,ost-office-systems
OST2828,Business Presentation Software,OST,ost-office-systems
OTH1001,Introduction to Occupational Therapy,OTH,oth-occupational-therapy
OTH1003,Human Occupation Across the Lifespan,OTH,oth-occupational-therapy
OTH1006,Documentation Through the Occupational Therapy Process,OTH,oth-occupational-therapy
OTH1014C,Analysis of Human Movement and Lab,OTH,oth-occupational-therapy
OTH1114C,Occupational Therapy Skills and Techniques I and Lab,OTH,oth-occupational-therapy
OTH1800,Occupational Therapy Practicum I,OTH,oth-occupational-therapy
OTH1802,Occupational Therapy Practicum II,OTH,oth-occupational-therapy
OTH2261C,Occupational Therapy Skills and Techniques II and Lab,OTH,oth-occupational-therapy
OTH2264C,Occupational Therapy Skills and Techniques III and Lab,OTH,oth-occupational-therapy
OTH2300,Psychosocial Occupational Therapy,OTH,oth-occupational-therapy
OTH2410,Conditions in Occupational Therapy,OTH,oth-occupational-therapy
OTH2420C,Occupational Therapy for Physical Dysfunction and Lab,OTH,oth-occupational-therapy
OTH2520C,Developmental Issues and Lab,OTH,oth-occupational-therapy
OTH2704C,Advanced Practice and Professionalism for OTA,OTH,oth-occupational-therapy
OTH2840,O.T. Supervised Clinical Practice I,OTH,oth-occupational-therapy
OTH2841,O.T. Supervised Clinical Practice II,OTH,oth-occupational-therapy
OTH2933,O.T. Seminar for Clinical Practice,OTH,oth-occupational-therapy
PCB2033C,Introduction to Ecology and Lab,PCB,pcb-biological-science
PCB3034C,General Ecology and Lab,PCB,pcb-biological-science
PCB3060,Introduction to Genetics,PCB,pcb-biological-science
PCB3203,Cell Physiology,PCB,pcb-biological-science
PET2084,Personal Health and Wellness,PET,pet-health-and-wellness
PET2621,Principles of Athletic Training,PET,pet-health-and-wellness
PET2622,Care and Prevention of Athletic Injuries,PET,pet-health-and-wellness
PGY1100,Analog Photography,PGY,pgy-photography
PGY1101,Photography as an Art Form,PGY,pgy-photography
PGY1201,Studio and Location Lighting,PGY,pgy-photography
PGY1209,Intermediate Studio and Location Lighting,PGY,pgy-photography
PGY1800,Photography I: Media and Methods,PGY,pgy-photography
PGY1802,Digital Image Processing and Applications,PGY,pgy-photography
PGY1850,Multimedia Production,PGY,pgy-photography
PGY2000,Then and Now: Popular Themes in Photography,PGY,pgy-photography
PGY2107,Commercial/Illustration Photography,PGY,pgy-photography
PGY2116,Color and Design,PGY,pgy-photography
PGY2160,Camera Culture,PGY,pgy-photography
PGY2207,Lens-Based Practices: Art and Commerce,PGY,pgy-photography
PGY2210,Professional Studio Portraiture,PGY,pgy-photography
PGY2270,Field Survey in Professional Photography,PGY,pgy-photography
PGY2273,Professional Strategies for Photographers,PGY,pgy-photography
PGY2470,Advanced Photo Workshop,PGY,pgy-photography
PGY2650,Photography II: Concept and Narrative,PGY,pgy-photography
PGY2750,Introduction to Video Production,PGY,pgy-photography
PGY2801,Digital Photography,PGY,pgy-photography
PGY2806,Multidimensional Imaging and Expression,PGY,pgy-photography
PGY2930,Special Topics in Photography,PGY,pgy-photography
PGY2935,Portfolio Workshop,PGY,pgy-photography
PGY2949,Cooperative Education Experience in Photography,PGY,pgy-photography
PHI2010,Introduction of Philosophy,PHI,phi-philosophy
PHI2100,"Philosophy of Reasoning, Argument and Critical Thinking",PHI,phi-philosophy
PHI2600,Introduction to Ethics,PHI,phi-philosophy
PHT1006,Introduction to Physical Therapy,PHT,pht-physical-therapist
PHT1128,Kinesiology of PTA,PHT,pht-physical-therapist
PHT1251,Patient Care Skills,PHT,pht-physical-therapist
PHT1251L,Patient Care Skills Lab,PHT,pht-physical-therapist
PHT1300,Pathology for PTA,PHT,pht-physical-therapist
PHT2129,Neuroscience for PTA,PHT,pht-physical-therapist
PHT2140,Rehabilitation Skills for PTA,PHT,pht-physical-therapist
PHT2140L,Rehabilitation Skills Lab,PHT,pht-physical-therapist
PHT2211,Modalities I,PHT,pht-physical-therapist
PHT2211L,Modalities I Lab,PHT,pht-physical-therapist
PHT2214,Modalities II,PHT,pht-physical-therapist
PHT2214L,Modalities II Lab,PHT,pht-physical-therapist
PHT2220,Therapeutic Exercise I,PHT,pht-physical-therapist
PHT2220L,Therapeutic Exercise I Lab,PHT,pht-physical-therapist
PHT2221,Therapeutic Exercise II,PHT,pht-physical-therapist
PHT2221L,Therapeutic Exercise II Lab,PHT,pht-physical-therapist
PHT2235,Therapeutic Exercise III,PHT,pht-physical-therapist
PHT2235L,Therapeutic Exercise III Lab,PHT,pht-physical-therapist
PHT2804,PTA Clinical Practicum I,PHT,pht-physical-therapist
PHT2810,PTA Clinical Practicum II,PHT,pht-physical-therapist
PHT2820,PTA Clinical Practicum III,PHT,pht-physical-therapist
PHT2931,PTA Seminar,PHT,pht-physical-therapist
PHY1020,Conceptual Physics,PHY,phy-physics
PHY1032,Energy and its Environmental Effects,PHY,phy-physics
PHY1053C,General Physics I and Lab,PHY,phy-physics
PHY1054C,General Physics II and Lab,PHY,phy-physics
PHY2048C,Physics with Calculus I and Lab,PHY,phy-physics
PHY2049C,Physics with Calculus II and Lab,PHY,phy-physics
PHY2905,Directed Study in Physics,PHY,phy-physics
PHY3101,Modern Physics,PHY,phy-physics
PHY3221,Classical Mechanics,PHY,phy-physics
PHY3513,Thermal Physics (Thermodynamics and Elementary Statistical Mechanics),PHY,phy-physics
PHY4424,Geometrical and Physical Optics,PHY,phy-physics
PLA1003,Introduction to Law,PLA,pla-paralegal
PLA1104,Legal Research,PLA,pla-paralegal
PLA2114,Legal Writing,PLA,pla-paralegal
PLA2201,Civil Litigation,PLA,pla-paralegal
PLA2303,Criminal Law,PLA,pla-paralegal
PLA2460,Bankruptcy Law,PLA,pla-paralegal
PLA2600,Estate Law,PLA,pla-paralegal
PLA2610,Property Law,PLA,pla-paralegal
PLA2763,Legal Technology,PLA,pla-paralegal
PLA2800,Family Law,PLA,pla-paralegal
PLA2872,Artificial Intelligence and the Law,PLA,pla-paralegal
PLA2880,Constitutional Law,PLA,pla-paralegal
PLA2905,Directed Study in Legal Assisting,PLA,pla-paralegal
PLA2930,Selected Topics in Legal Studies,PLA,pla-paralegal
PLA2949,Legal Internship,PLA,pla-paralegal
PMT0076C,Advanced Welder II,PMT,pmt-precision-metals
PMT0077C,Advanced Welder 1A,PMT,pmt-precision-metals
PMT0078C,Advanced Welder 1B,PMT,pmt-precision-metals
PMT0106C,Introduction to Welding I and Lab,PMT,pmt-precision-metals
PMT0109C,Introduction to Welding II and Lab,PMT,pmt-precision-metals
PMT0121C,Welding III (Shield Metal Arc) and Lab,PMT,pmt-precision-metals
PMT0131C,Welding VII (Gas Tungsten Arc) and Lab,PMT,pmt-precision-metals
PMT0134C,Welding V (Gas Metal Arc) and Lab,PMT,pmt-precision-metals
PMT0154C,Welding IV (Plasma Cut Welding and Introduction to MIG) and Lab,PMT,pmt-precision-metals
PMT0161C,Welding VI (Introduction to Pipe Welding) and Lab,PMT,pmt-precision-metals
PMT0171C,Welding VIII (Advanced Gas Tungsten Arc and Pipe Welding) and Lab,PMT,pmt-precision-metals
PMT0202C,Introduction to Machining and Lab,PMT,pmt-precision-metals
PMT0215C,Manual Machining and Lab,PMT,pmt-precision-metals
PMT0228C,Electrical Discharge Machining (EDM) and Lab,PMT,pmt-precision-metals
PMT0251C,CNC Mill and Lab,PMT,pmt-precision-metals
PMT0260C,CAD/CAM Programming and Lab,PMT,pmt-precision-metals
PMT0265C,CNC Multi-Axis and Lab,PMT,pmt-precision-metals
PMT0290,Cooperative Education Experience in Machining,PMT,pmt-precision-metals
PMT0720C,CNC Lathe and Lab,PMT,pmt-precision-metals
POS2041,American Federal Government,POS,pos-political-science
POS2112,State and Local Government,POS,pos-political-science
PPE2001,Survey of Personality,PPE,ppe-psychology
PRN0004C,Introduction to Nursing and Lab,PRN,prn-nursing-practical
PRN0042C,Neuromuscular Sensory Nursing and Lab,PRN,prn-nursing-practical
PRN0090,Nursing Assistant,PRN,prn-nursing-practical
PRN0120C,Maternal/Child Health Nursing and Lab,PRN,prn-nursing-practical
PRN0207C,Medical-Surgical Nursing I and Lab,PRN,prn-nursing-practical
PRN0904,Directed Study in Practical Nursing,PRN,prn-nursing-practical
PSB2442,Addictions I - Psychology of Addictions,PSB,psb-psychology
PSC1121,Physical Science,PSC,psc-physical-sciences
PSY1012,General Psychology,PSY,psy-psychology
PSY2934,Special Topics in Forensic Psychology,PSY,psy-psychology
QMB1001,Business Math,QMB,qmb-quant-methods-in-business
RED3012,Principles of Reading,RED,red-lang-arts-and-english-educ
RED3309,Early and Emergent Reading,RED,red-lang-arts-and-english-educ
RED4511,"Intermediate Literacy, Reading and Thinking",RED,red-lang-arts-and-english-educ
RED4519,"Diagnosis, Intervention in Reading",RED,red-lang-arts-and-english-educ
RED4844,Reading Practicum,RED,red-lang-arts-and-english-educ
REL2300,World Religion,REL,rel-religion
RET1021,Respiratory Care Introduction,RET,ret-respiratory-care
RET1025C,Principles of Respiratory Care and Lab,RET,ret-respiratory-care
RET1026C,Basic Equipment of Respiratory Care and Lab,RET,ret-respiratory-care
RET1264C,Advanced Equipment of Respiratory Care and Lab,RET,ret-respiratory-care
RET1265C,Mechanical Ventilation and Lab,RET,ret-respiratory-care
RET1295,Chest Medicine,RET,ret-respiratory-care
RET1450,Basic Physiologic Monitoring,RET,ret-respiratory-care
RET1485,Cardiopulmonary Anatomy and Physiology,RET,ret-respiratory-care
RET1874,Clinical Practice I,RET,ret-respiratory-care
RET1875,Clinical Practice II,RET,ret-respiratory-care
RET2244,Life Support,RET,ret-respiratory-care
RET2350,Cardiopulmonary Pharmacology,RET,ret-respiratory-care
RET2714,Neonatal and Pediatric Respiratory Care,RET,ret-respiratory-care
RET2876,Clinical Practice III,RET,ret-respiratory-care
RET2934,Respiratory Care Seminar,RET,ret-respiratory-care
RET3041,Cardiopulmonary Education and Promotion,RET,ret-respiratory-care
RET3536,Cardiopulmonary Rehabilitation,RET,ret-respiratory-care
RET3960,ProfessionalCredentialing,RET,ret-respiratory-care
RET4245,Advanced Life Support,RET,ret-respiratory-care
RET4354,Advanced Pharmacology,RET,ret-respiratory-care
RET4445,Cardiopulmonary Diagnostics,RET,ret-respiratory-care
RET4950,Cardiopulmonary Capstone,RET,ret-respiratory-care
RMI2001,Principles of Risk Management and Insurance,RMI,rmi-insurance
RMI2110,Personal Insurance Planning,RMI,rmi-insurance
RMI2212,Personal and Business Property Insurance,RMI,rmi-insurance
RTE1000,Fundamentals of Radiologic Technology,RTE,rte-radiography
RTE1001,Medical Terminology for Radiographers,RTE,rte-radiography
RTE1111,Patient Care in Radiography,RTE,rte-radiography
RTE1111L,Patient Care in Radiography Lab,RTE,rte-radiography
RTE1418,Radiographic Exposures and Processing,RTE,rte-radiography
RTE1457C,Radiographic Exposures II and Lab,RTE,rte-radiography
RTE1503C,Radiographic Procedures I and Lab,RTE,rte-radiography
RTE1513C,Radiographic Procedures II and Lab,RTE,rte-radiography
RTE1523C,Radiographic Procedures III and Lab,RTE,rte-radiography
RTE1804L,Radiographic Clinical Education I,RTE,rte-radiography
RTE1814L,Radiographic Clinical Education II,RTE,rte-radiography
RTE1824L,Radiographic Clinical Education III,RTE,rte-radiography
RTE2061,Radiography Seminar,RTE,rte-radiography
RTE2385,Radiation Biology and Protection,RTE,rte-radiography
RTE2563C,Selected Radiographic Special Procedures I,RTE,rte-radiography
RTE2573C,Selected Radiographic Special Procedures II,RTE,rte-radiography
RTE2613,Radiation Physics I,RTE,rte-radiography
RTE2623,Radiation Physics II,RTE,rte-radiography
RTE2782,Radiographic Pathology,RTE,rte-radiography
RTE2834L,Radiographic Clinical Education IV,RTE,rte-radiography
RTE2844L,Radiographic Clinical Education V,RTE,rte-radiography
RTE2854L,Radiographic Clinical Education VI,RTE,rte-radiography
RTE3116,Advanced Patient Care,RTE,rte-radiography
RTE3213,Radiology Information Systems,RTE,rte-radiography
RTE3253,Teaching in the Health Profession,RTE,rte-radiography
RTE3590,Computed Tomography,RTE,rte-radiography
RTE3765,Anatomy for the Medical Imager,RTE,rte-radiography
RTE4474,Quality Management in Imaging,RTE,rte-radiography
RTE4574,Advanced Imaging Modalities,RTE,rte-radiography
RTE4942L,CT Practicum,RTE,rte-radiography
RTV1000,Fundamentals of Broadcast Production,RTV,rtv-mass-comm-radio-tv
RTV1251,Digital Video Editing,RTV,rtv-mass-comm-radio-tv
RTV1510,Studio Television Production,RTV,rtv-mass-comm-radio-tv
RTV1520,Broadcast Videography,RTV,rtv-mass-comm-radio-tv
RTV1613,Digital Video Effects,RTV,rtv-mass-comm-radio-tv
RTV1670,Television Directing,RTV,rtv-mass-comm-radio-tv
RTV2104,Broadcast Research/Newswriting/Presentation Skills,RTV,rtv-mass-comm-radio-tv
RTV2241,Producing for Television,RTV,rtv-mass-comm-radio-tv
RTV2290,Selected Topics in Remote Sports Production,RTV,rtv-mass-comm-radio-tv
RTV2534,Electronic Field Production,RTV,rtv-mass-comm-radio-tv
RTV2540,Workshop in Studio Production,RTV,rtv-mass-comm-radio-tv
RTV2541,Team Media Production,RTV,rtv-mass-comm-radio-tv
RTV2600,Acting for the Lens and Camera,RTV,rtv-mass-comm-radio-tv
RTV2940,Practicum for Television Broadcasting,RTV,rtv-mass-comm-radio-tv
RTV2949,Cooperative Education Experience in Radio and Television,RTV,rtv-mass-comm-radio-tv
SBM2000,Small Business Management,SBM,sbm-management-small-bus
SCE3310,Teaching Science in the Elementary School,SCE,sce-science-education
SCE3832,Science Concepts in the Elementary Classroom,SCE,sce-science-education
SLS1122,Managing Your Success,SLS,sls-student-life-skills
SLS1127,Faculty Peer Mentoring Experience for Marine and Environmental Science Programs,SLS,sls-student-life-skills
SLS1130L,DSC Basics,SLS,sls-student-life-skills
SLS2301,Career Development,SLS,sls-student-life-skills
SLS2505,Critical Thinking,SLS,sls-student-life-skills
SLS2940,Service Learning,SLS,sls-student-life-skills
SLS3355L,Orientation to Education Programs Lab,SLS,sls-student-life-skills
SMT4301,Classroom Interaction in Math and Science Teaching,SMT,smt-science-and-mathematics-education
SON1000,Introduction to Medical Sonography,SON,son-sonography
SON1100C,Principles and Protocols of Imaging and Lab,SON,son-sonography
SON1113,Cross Sectional Anatomy,SON,son-sonography
SON1141,Small Parts Sonography,SON,son-sonography
SON1210,Introduction to Sonographic Physics and Instrumentation,SON,son-sonography
SON1804L,Clinical 1,SON,son-sonography
SON1814L,Clinical 2,SON,son-sonography
SON2061,Seminar,SON,son-sonography
SON2111C,Abdominal Sonography 1 and Lab,SON,son-sonography
SON2112C,Abdominal Sonography 2 and Lab,SON,son-sonography
SON2121C,OB/GYN Sonography 1 and Lab,SON,son-sonography
SON2122C,OB/GYN Sonography 2 and Lab,SON,son-sonography
SON2171C,Vascular Sonography and Lab,SON,son-sonography
SON2211,Medical Sonographic Physics,SON,son-sonography
SON2824L,Clinical 3,SON,son-sonography
SON2834L,Clinical 4,SON,son-sonography
SOP2002,Introduction to Social Psychology,SOP,sop-psychology
SOP2772,Psychology of Human Sexuality,SOP,sop-psychology
SOS2006C,Introduction to Soil Science and Lab,SOS,sos-soil-science
SPC1017,Introduction to Communication,SPC,spc-speech-communication
SPC2608,Oral Communications/Research/Presentation Skills,SPC,spc-speech-communication
SPC2999A,Speech Requirmt,SPC,spc-speech-communication
SPN1120,Elementary Spanish I Concentrated,SPN,spn-foreign-language-spanish
SPN1121,Elementary Spanish II Concentrated,SPN,spn-foreign-language-spanish
SPN2220,Intermediate Spanish III Concentrated,SPN,spn-foreign-language-spanish
SPN2221,Intermediate Spanish IV Concentrated,SPN,spn-foreign-language-spanish
SPN2905,Directed Study in Spanish,SPN,spn-foreign-language-spanish
SSE3312,Teaching Social Studies,SSE,sse-social-studies-education
SSI2997A,Social Sci Req,SSI,ssi-sociology
SSI2998,Social Science Requ,SSI,ssi-sociology
SSI2999,Social Science Requ,SSI,ssi-sociology
STA2023,Elementary Statistics,STA,sta-statistics
STA4024,Statistics II,STA,sta-statistics
STS0003,Introduction to Surgical Technology,STS,sts-surgical-tech-studies
STS0008,Pharmacology for Surgical Technology,STS,sts-surgical-tech-studies
STS0120,Surgical Specialities I,STS,sts-surgical-tech-studies
STS0121,Surgical Specialities II,STS,sts-surgical-tech-studies
STS0122,Surgical Specialities III,STS,sts-surgical-tech-studies
STS0155,Surgical Techniques and Procedures,STS,sts-surgical-tech-studies
STS0155L,Surgical Techniques and Procedures Lab,STS,sts-surgical-tech-studies
STS0255L,Surgical Procedures Clinical I,STS,sts-surgical-tech-studies
STS0256L,Surgical Procedures Clinical II,STS,sts-surgical-tech-studies
STS0257L,Surgical Procedures Clinical III,STS,sts-surgical-tech-studies
STS1302,Introduction to Surgical Technology,STS,sts-surgical-tech-studies
STS1303,Fundamentals of Surgical Technology,STS,sts-surgical-tech-studies
STS1304L,Operating Room Techniques Laboratory,STS,sts-surgical-tech-studies
STS1307,Surgical Equipment and Instrumentation,STS,sts-surgical-tech-studies
STS1308,Perioperative Patient Care Concepts,STS,sts-surgical-tech-studies
STS1323,Surgical Procedures I,STS,sts-surgical-tech-studies
STS1327L,Principles and Practices of Surgical Technology Laboratory,STS,sts-surgical-tech-studies
STS1931,Surgical Technology Special Topics Seminar,STS,sts-surgical-tech-studies
STS2179,Surgical Biomedical Fundamentals,STS,sts-surgical-tech-studies
STS2324,Surgical Procedures II,STS,sts-surgical-tech-studies
STS2340,Surgical Pharmacology,STS,sts-surgical-tech-studies
STS2365,Professional Skills for the Surgical Technologist,STS,sts-surgical-tech-studies
STS2944,Surgical Clinical I,STS,sts-surgical-tech-studies
STS2945,Surgical Clinical II,STS,sts-surgical-tech-studies
STS2946,Surgical Clinical III,STS,sts-surgical-tech-studies
SWS2000C,Introduction to Soil Science and Lab,SWS,sws-soil-and-water-sciences
SWS2007,The World of Water,SWS,sws-soil-and-water-sciences
SYD2707,Race and Ethnicity,SYD,syd-sociology-demography
SYD2803,Gender and Society,SYD,syd-sociology-demography
SYG2000,Introduction to Sociology,SYG,syg-sociology
SYG2010,Social Problems,SYG,syg-sociology
SYG2430,The American Family,SYG,syg-sociology
TAX2000,Personal Income Tax,TAX,tax-accounting
TAX3001,Federal Income Tax,TAX,tax-accounting
TAX3011,Taxation of Business Organizations,TAX,tax-accounting
TDR0304C,Computer Aided Drafting (CAD) and Lab,TDR,tdr-technical-drafting
THE1000,Theatre Appreciation,THE,the-theatre-arts
TPA2200,Stagecraft,TPA,tpa-theatre-arts
TPP1110,Acting 1,TPP,tpp-theatre-arts
TPP1111,Acting 2,TPP,tpp-theatre-arts
TPP1200C,Healthcare Theater,TPP,tpp-theatre-arts
TPP2118,Acting 3,TPP,tpp-theatre-arts
TPP2119,Acting 4,TPP,tpp-theatre-arts
