course_id,title,num_inst,institutions
DEP2001,CHILD DEVELOPMENT,4,FGC;FIU;GCSC;PESC
DEP2002,CHILD PSYCHOLOGY,8,BC;FSCJ;LSSC;PHSC;SCFMS;SFC;SJRSC;UNF
DEP2004,HUMAN GROWTH & DEVELOPMENT,40,BC;CBT;CC;CF;CFK;CMVC;DORAL;DSC;EFSC;EWU;FAMU;FGC;FGCU;FLAC;FNU;FSCJ;FSWSC;GCSC;IRSC;KU;LSSC;NFC;NWFSC;PBSC;PESC;PHSC;PSC;RU;SCFMS;SFBC;SFC;SJRSC;SPC;SSCF;TCF;TSC;UCF;USF;UWF;VC
DEP2006,PRINCIPLES OF DEVELOPMENT,2,ANHO;HCI
DEP2100,CHILD GROWTH AND DEVELOPMENT,2,MDC;NWFSC
DEP2102,CHILD DEVELOPMENT,4,CC;HC;PBSC;SPC
DEP2302,ADOLESCENT PSYCHOLOGY,5,BC;FSCJ;FSWSC;PHSC;SJRSC
DEP2402,PSYCHOLOGY OF ADULTHOOD AND AGING,7,BC;DSC;FSCJ;MDC;PHSC;PSC;SJRSC
DEP2905,DIRECTED STUDY,2,UCF;UWF
DEP2949,COOPERATIVE EDUCATION,2,SPC;UCF
DEP3053,DEVELOPMENTAL PSYCHOLOGY,2,FAU;UF
DEP3054,DEVELOPMENTAL PSYCHOLOGY,2,JMVU;UNF
DEP3103,CHILD PSYCHOLOGY,6,EWU;FNU;FSU;KU;STU;UWF
DEP3305,ADOLESCENT PSYCHOLOGY,5,EWU;FIU;FNU;FSU;SPC
DEP3404,PSYCH OF ADULTHOOD,2,FIU;FNU
DEP3905,DIRECTED STUDY,2,UCF;UWF
DEP4053,DEVELOPMENTAL PSYCHOLOGY,2,ICHS;USF
DEP4054,DEVELOPMENTAL PSYCHOLOGY,2,FLAC;TCJ
DEP4104,ADVANCED CHILD PSYCHOLOGY,2,FGCU;UNF
DEP4115,INFANT DEVELOPMENT,2,FAU;UF
DEP4163,COGNITIVE DEVELOPMENT,2,FAU;UF
DEP4220,AUTISM SPECTRUM DISORDERS,2,FNU;USF
DEP4305,ADOLESCENT PSYCHOLOGY,6,FAU;FGCU;KU;STU;UF;UWF
DEP4404,PSYCHOLOGY OF ADULT DEVELOPMENT AND AGING,6,EWU;FGCU;FSU;KU;STU;UWF
DEP4464,PSYCHOLOGY OF AGING,4,FAU;FIU;UF;UNF
DEP4482,DEATH AND DYING,4,FGCU;KU;STU;UNF
DEP5068,LIFE-SPAN HUMAN DEVELOPMENT,2,FIU;FSU
DES0021,DENTAL ANATOMY,6,BC;FSCJ;MDC;SFC;SFSC;TSC
DES0053,NITROUS OXIDE MONITORING,2,FSCJ;SFSC
DES0103C,DENTAL MATERIALS,5,DSC;FSCJ;MDC;SFC;SFSC
DES0205C,DENTAL RADIOLOGY,6,DSC;FSCJ;MDC;SFC;SFSC;TSC
DES0206,RADIOLOGY II,3,FSCJ;MDC;SFSC
DES0501,DENTAL OFFICE MANAGEMENT,5,DSC;FSCJ;GCSC;MDC;SFSC
DES0602,OFFICE EMERGENCIES,3,MDC;SFSC;TSC
DES0830,EXPANDED FUNCTIONS I,3,MDC;SFSC;TSC
DES0831C,EXPANDED FUNCTIONS,3,PHSC;SFC;TSC
DES0844,DENTAL HEALTH EDUCATION,4,DSC;GCSC;SFC;SFSC
DES1000C,DENTAL ANATOMY,4,FSCJ;GCSC;PESC;SFC
DES1010,HEAD AND NECK ANATOMY,6,DSC;FSCJ;GCSC;PESC;SCFMS;SFC
DES1020C,DENTAL ANATOMY,13,BC;CF;EFSC;FSWSC;HC;IRSC;PBSC;PHSC;SCFMS;SFSC;SPC;TSC;VC
DES1022,DENTAL ANATOMY,2,CF;HC
DES1030,HISTOLOGY/EMBRYOLOGY,3,CF;FSCJ;SFC
DES1051C,PAIN MANAGEMENT,4,CF;IRSC;PESC;VC
DES1054,PAIN CONTROL AND ANESTHESIA,2,BC;DSC
DES1100C,DENTAL MATERIALS,15,BC;CF;DSC;FSCJ;FSWSC;GCSC;HC;IRSC;PBSC;PESC;PHSC;SCFMS;SFC;SFSC;VC
DES1200C,DENTAL RADIOLOGY,19,BC;CF;DSC;EFSC;FSCJ;FSWSC;GCSC;HC;IRSC;MDC;PBSC;PESC;PHSC;SCFMS;SFC;SFSC;SPC;TSC;VC
DES1201,RADIOLOGY,2,GCSC;HC
DES1404,ANATOMY AND PHYSIOLOGY,2,BC;GCSC
DES1502,DENTAL OFFICE MANAGEMENT,4,BC;CF;EFSC;SFC
DES1503,DENTAL OFFICE MANAGEMENT,2,HC;PESC
DES1600,DENTAL OFFICE EMERGENCIES,10,CF;EFSC;FSCJ;HC;IRSC;MDC;PBSC;PESC;TSC;VC
DES1601,DENTAL OFFICE EMERGENCIES,3,HC;PHSC;SPC
DES1800,INTRODUCTION TO CLINICAL PROCEDURES,7,CF;EFSC;HC;IRSC;PBSC;SFC;VC
DES1805,CLINICAL PRACTICE I,2,BC;HC
DES1832,EXPANDED FUNCTIONS,4,BC;GCSC;HC;PBSC
DES1840,PREVENTIVE DENTISTRY,9,CF;DSC;EFSC;HC;IRSC;PBSC;PESC;SFC;TSC
DES2051C,PAIN CONTROL IN DENTISTRY,4,HC;IRSC;PHSC;TSC
DES2100,DENTAL MATERIALS,4,EFSC;MDC;SPC;TSC
DES2502,OFFICE MANAGEMENT,3,HC;PBSC;TSC
DES2832C,EXPANDED FUNCTIONS I,4,CF;EFSC;FSWSC;PESC
DES2833C,EXPANDED FUNCTIONS II,2,EFSC;PESC
DIE3005,ORIENTATION TO DIETETICS,2,FIU;FSU
DIE3125C,MANAGEMENT OF DIETARY SYSTEMS,2,FIU;KU
DIE3213,NUTRITION THERAPY I,2,KU;UNF
DIE3246,NUTRITION THERAPY II,2,KU;UNF
DIE3310,COMMUNITY NUTRITION,3,FIU;UF;UNF
DIE4125,FOOD SYSTEMS MANAGEMENT,2,UF;UNF
DIE4246,CLINICAL NUTRITION,2,FIU;UF
DIE4365,DIETETIC MANAGEMENT OF NUTRITION PROGRAM,2,FIU;KU
DIE4435C,NUTRITION COUNSELING,2,FIU;KU
DIE4506,SEMINAR IN DIETETICS AND NUTRITION,2,FIU;KU
DIE4515,PROFESS. & MANAGE. ISSUES FOR DIETETICS,2,UF;UNF
DIE4564,RESEARCH METHODS,2,FIU;KU
DIE4940,UNDERGRADUATE SUPERVISED TEACHING,3,KU;UF;UNF
DIE6127C,FOOD PRODUCTION AND SYSTEMS MANAGEMENT,3,UCF;UNF;USF
DIE6241,ADVANCED MEDICAL NUTRITION THERAPY,3,UCF;UF;UNF
DIE6242,ADVANCED MEDICAL NUTRITION THERAPY II,2,UCF;UF
DIE6248,CLINICAL NUTRITION AND ASSESSMENT,2,UNF;USF
DIE6906,READINGS IN DIETETICS AND NUTRITION,2,FIU;UNF
DIE6940,COMMUNITY NUTRITION PRACTICUM,3,UF;UNF;USF
DIE6941,CLINICAL PRACTICE IN NUTRITION AND DIETETICS II,2,UCF;UNF
DIE6942,DIETETIC INTERNSHIP 1,3,UCF;UF;UNF
DIE6943,CLINICAL PRACTICE IN NUTRITION AND DIETETICS IV,2,UCF;UNF
DIG0060,3-D Animation Production Assistant,4,MTI;OTCMC;OTCSC;RME
DIG0061,Modeler,4,MTI;OTCMC;OTCSC;RME
DIG0062,Texture Artist/Rigger,4,MTI;OTCMC;OTCSC;RME
DIG0063,Animation/Motion Capture Technician,4,MTI;OTCMC;OTCSC;RME
DIG0070,Game/Simulation Designer,7,ATC;CTC;MTI;OTCMC;OTCSC;STC;WMTC
DIG0071,Game/Simulation Graphic Artist,5,CTC;MTI;OTCMC;OTCSC;STC
DIG0072,Game/Simulation 3D Animator,5,CTC;MTI;OTCMC;OTCSC;STC
DIG0075,Game/Simulation Programmer,5,ATC;CTC;OTCMC;OTCSC;WMTC
DIG0076,Game/Simulation Software Developer,5,ATC;CTC;OTCMC;OTCSC;WMTC
DIG0081,Theory and Foundations of Design,9,ITECH;LMLTC;LWTC;OTCSC;OTCWC;OTCWP;TEC;WHTC;WMTC
DIG0082,Multimedia Digital/Print Designer,9,ITECH;LMLTC;LWTC;OTCSC;OTCWC;OTCWP;TEC;WHTC;WMTC
DIG0083,Multimedia Web Interactive Designer,9,ITECH;LMLTC;LWTC;OTCSC;OTCWC;OTCWP;TEC;WHTC;WMTC
DIG0084,Multimedia Integrated Producer Designer,9,ITECH;LMLTC;LWTC;OTCSC;OTCWC;OTCWP;TEC;WHTC;WMTC
DIG1000C,INTRODUCTION TO DIGITAL MEDIA,4,FGCU;IRSC;SJRSC;UF
DIG1105C,SOCIAL MEDIA TOOLS,2,EFSC;SSCF
DIG1111,DIGITAL CHARACTER DESIGN,2,MDC;TSC
DIG1115C,DIGITAL IMAGING,2,IRSC;SJRSC
DIG1132C,DIGITAL ART AND DESIGN,3,MDC;SCFMS;TSC
DIG1302C,3D MODELING,3,MDC;RU;TSC
DIG1303C,3-DIMENSIONAL ANIMATION,2,CBT;RU
DIG1430,STORYBOARDING,2,MDC;TSC
DIG1437,NARRATIVE STORYTELLING,2,MDC;TSC
DIG1705,3D PROGRAMMING,2,MDC;TSC
DIG1710C,INTRODUCTION TO GAME DEVELOPMENT,4,FGC;GCSC;MDC;TSC
DIG1949,DIGITAL MEDIA CO-OP,2,CF;UCF
DIG2000C,INTRODUCTION TO DIGITAL MEDIA,16,CF;DSC;FGC;FSCJ;GCSC;LSSC;PHSC;PSC;SCFMS;SFSC;SPC;SSCF;TSC;UCF;UWF;VC
DIG2030C,DIGITAL VIDEO FUNDAMENTALS,10,DSC;FGC;IRSC;LSSC;PHSC;PSC;SPC;SSCF;UCF;VC
DIG2040C,HISTORY OF VIDEO GAMES,2,FGC;GCSC
DIG2093C,DIGITAL MARKETING,3,GCSC;KU;LSSC
DIG2100C,WEB DESIGN I,8,CF;FSCJ;FSWSC;GCSC;PSC;SPC;UIC;VC
DIG2101,WEB DESIGN II,2,CF;GCSC
DIG2105C,SOCIAL MEDIA TOOLS,2,FSCJ;PHSC
DIG2109C,DIGITAL IMAGING FUNDAMENTALS,10,CF;FGC;FSCJ;LSSC;PHSC;PSC;SPC;SSCF;UCF;VC
DIG2113C,POST PRODUCTION & EDITING,3,FGC;MDC;TSC
DIG2116,DIGITAL IMAGING 2,2,IRSC;SPC
DIG2117C,DIGITAL ILLUSTRATION II,2,SCFMS;SPC
DIG2131C,DIGITAL MONTAGE,2,SPC;UF
DIG2132C,DIGITAL MEDIA DESIGN I,3,FGCU;SPC;VC
DIG2151,WRITING FOR MEDIA,2,DSC;GCSC
DIG2200,BASIC VIDEO CAMERA,3,GCSC;PHSC;SPC
DIG2203C,ADVANCED DIGITAL VIDEO,3,DSC;FGC;IRSC
DIG2205C,BASIC VIDEO EDITING,4,FSWSC;GCSC;PHSC;SPC
DIG2251C,DIGITAL AUDIO I,8,DSC;FSCJ;FSWSC;GCSC;IRSC;SFC;SPC;SSCF
DIG2280C,DIGITAL VIDEO AND SOUND,3,CF;FSWSC;KU
DIG2282C,TIME BASED MEDIA,4,FSCJ;SJRSC;UF;VC
DIG2284C,ADVANCED DIGITAL VIDEO AND SOUND,6,LSSC;PHSC;PSC;SJRSC;SPC;VC
DIG2290C,STUDIO PRODUCTION AND DIRECTION,3,GCSC;LSSC;SPC
DIG2292C,DIGITAL POST-PRODUCTION,4,KU;LSSC;PSC;VC
DIG2300C,PRINCIPLES OF 2D ANIMATION,4,FGC;GCSC;PBSC;SJRSC
DIG2302C,3D MODELING & ANIMATION 1,8,FGC;GCSC;IRSC;KU;NWFSC;PBSC;SSCF;VC
DIG2303,CHARACTER DEVELOPMENT,3,GCSC;IRSC;SSCF
DIG2304,GAME ENVIRONMENTS,3,MDC;SSCF;TSC
DIG2311,WEB ANIMATION,2,GCSC;SPC
DIG2318C,ANIMATION I,4,FSWSC;MDC;TSC;UIC
DIG2319,ANIMATION II,3,MDC;TSC;UIC
DIG2330C,LIGHTING FOR CINEMATOGRAPHY,2,LSSC;PSC
DIG2341C,MOTION GRAPHICS I,5,PBSC;PSC;SJRSC;SSCF;VC
DIG2342C,ADVANCED MOTION GRAPHICS,2,SFC;VC
DIG2370C,CHARACTER MODELING & RIGGING,4,FIU;MDC;PBSC;TSC
DIG2391C,ANIMATION STUDIO 3,2,MDC;TSC
DIG2396C,MOTION CAPTURE,2,MDC;TSC
DIG2410,BASIC SCRIPTING,2,GCSC;SPC
DIG2430C,DIGITAL STORYTELLING,8,FGC;GCSC;IRSC;LSSC;PBSC;PSC;UF;VC
DIG2431C,DIGITAL STORYTELLING,3,GCSC;LSSC;VC
DIG2500C,FUNDAMENTALS OF INTERACTIVE DESIGN,10,CF;DSC;EFSC;FGC;IRSC;PHSC;PSC;SSCF;UCF;VC
DIG2510,APPLICATIONS IN FILM PRODUCTION TECHNOLOGY,2,DSC;SCFMS
DIG2545,MEDIA PLANNING,2,SPC;TSC
DIG2580C,DIGITAL MEDIA PORTFOLIO,6,FGC;GCSC;LSSC;SJRSC;TSC;VC
DIG2581,PORTFOLIO DESIGN,3,IRSC;PHSC;SSCF
DIG2592,ADVANCED WEB DESIGN,2,CF;FIU
DIG2626C,AI FOR GAME DEVELOPMENT,4,FSWSC;MDC;NWFSC;TSC
DIG2712C,LEVEL DESIGN,2,KU;MDC
DIG2717C,GAME SYSTEM DESIGN,2,MDC;TSC
DIG2721C,APPLIED GAME DESIGN I,3,FAMU;FGC;FIU
DIG2790,TEXTURING & ENVIRONMENT DESIGN,2,MDC;TSC
DIG2930C,SPECIAL TOPICS,7,GCSC;SCFMS;SFC;SJRSC;UCF;UF;VC
DIG2931C,SPECIAL TOPICS IN DIGITAL MEDIA,2,FGC;UF
DIG2940C,DIGITAL ARTS INTERNSHIP,4,DSC;PHSC;PSC;SPC
DIG2941C,INTERNSHIP IN DIGITAL MEDIA,3,PSC;SSCF;VC
DIG2943,INTERNSHIP IN DIGITAL MEDIA,3,LSSC;SSCF;VC
DIG2949,COOPERATIVE EDUCATION,4,GCSC;SSCF;TSC;UCF
DIG2950C,DIGITAL MEDIA PROJECT,3,KU;RU;VC
DIG2974C,DIGITAL MEDIA CAPSTONE,2,DSC;EFSC
DIG3001C,INTRODUCTION TO DIGITAL MEDIA,2,FIU;UWF
DIG3003C,ADVENTURES IN EMERGING MEDIA,2,UCF;USF
DIG3110C,IMAGING PROCESSES 1,4,FAU;FIU;SPC;UF
DIG3119C,DIGITAL DRAWING,2,SPC;USF
DIG3146,IMMERSIVE PLATFORMS,2,FIU;UCF
DIG3153,WRITING FOR FILM,2,FIU;FSCJ
DIG3184,MOTION DESIGN,2,FGCU;USF
DIG3207,DIGITAL FILM EDITING,2,FAU;FGCU
DIG3253C,DIGITAL AUDIO PRODUCTION,4,FAU;FIU;IRSC;SJRSC
DIG3255C,DIGITAL MEDIA AUDIO,2,FSCJ;MDC
DIG3305C,DIGITAL ANIMATION I,4,FAU;FGCU;FSCJ;UF
DIG3306C,3D ANIMATION,3,FAU;FIU;USF
DIG3323C,DIGITAL SCULPTURE,3,FAU;KU;USF
DIG3329C,3D MODELING & TEXTURING,3,FAMU;FGCU;UF
DIG3347C,ADVANCED CINEMATOGRAPHY,2,MDC;SFC
DIG3354C,ADVANCED 3D ANIMATION,2,FSCJ;SJRSC
DIG3362,CHARACTER ANIMATION,2,IRSC;KU
DIG3371C,CHARACTER RIGGING,2,FAMU;KU
DIG3372C,CHARACTER CREATION,2,FAMU;KU
DIG3433C,VISUAL STORYTELLING AND VISUAL DEVELOPMENT,4,FSCJ;SJRSC;UCF;UF
DIG3525C,DIGITAL PRODUCTION STUDIO I,3,GCSC;UCF;UF
DIG3526C,DIGITAL PRODUCTION STUDIO II,2,GCSC;UF
DIG3588C,DIGITAL CAPSTONE,2,GCSC;UF
DIG3702,INTERACTIVE DESIGN I,2,FGCU;SPC
DIG3713C,INTERACTIVE GAME DESIGN,3,FAMU;IRSC;UF
DIG3715,GAME LAB 1: GAME ENGINES,2,FIU;UF
DIG3716C,INTERFACE DESIGN,2,GCSC;UCF
DIG3725C,VIDEO GAME DESIGN I,3,FAU;FGCU;FSU
DIG3727C,GAME LEVEL DESIGN,2,FIU;UCF
DIG3779C,INTRODUCTION TO VIRTUAL REALITY,2,FAMU;FSU
DIG3811,USER-CENTERED DESIGN,2,GCSC;UCF
DIG3823C,CREATIVE DIGITAL MEDIA PROBLEM SOLVING,3,FSCJ;IRSC;SPC
DIG3930C,SPECIAL TOPICS,3,FSCJ;UCF;UNF
DIG3940,INTERNSHIP,3,FSCJ;MDC;UCF
DIG4138C,DIGITAL IMAGERY,2,SPC;UCF
DIG4172C,WEB DESIGN II,2,FGCU;UCF
DIG4306C,DIGITAL ANIMATION II,2,FGCU;UF
DIG4345C,DIGITAL EFFECTS,2,MDC;SFC
DIG4354C,3D ANIMATION,5,FAMU;IRSC;SJRSC;UCF;UF
DIG4359C,ARTIFICIAL ENVIRONMENTS,2,SJRSC;UCF
DIG4394C,MOTION GRAPHICS: ADVANCED COMPOSITING,4,FAU;FIU;IRSC;UCF
DIG4433,VISUAL DEVELOPMENT,3,GCSC;IRSC;KU
DIG4451C,VISUAL STORYTELLING & DEVELOPMENT,2,SPC;UCF
DIG4552,ADVANCED MULTIMEDIA PRODUCTION,2,FIU;UF
DIG4595C,PORTFOLIO DEVELOPMENT,2,SPC;UCF
DIG4713,GAME DESIGN,3,FAU;FGCU;UCF
DIG4714C,GAME DEVELOPMENT 3,2,FAMU;UCF
DIG4906,DIRECTED INDEPENDENT STUDY,2,FGCU;UCF
DIG4920,DIGITAL DESIGN WORKSHOP,2,FGCU;FIU
DIG4930,SPECIAL TOPICS,3,FAU;FGCU;UF
DIG4931,SPECIAL TOPICS IN DIGITAL MEDIA,2,IRSC;UNF
DIG4932,SPECIAL TOPICS,2,UCF;UF
DIG4940,INTERNSHIP,4,FGCU;FIU;SFC;UF
DIG4944C,PRODUCTION PRACTICUM,2,UF;UNF
DIG4950C,GAME MEDIA PROJECT,5,FAMU;FAU;FIU;IRSC;SJRSC
DIG4951C,PRODUCTION TEAM,4,FAMU;FIU;IRSC;KU
DIG4952,PRE-PRODUCTION TEAM,2,FIU;KU
DIG4970,THESIS PROJECT,4,KU;SFC;UCF;UF
DIG4972,DESIGN STUDIES CAPSTONE,2,FGCU;USF
DIG5930,TOPICS IN DIGITAL HUMANITIES,2,UF;UNF
DIG5944,INTERNSHIP,2,UCF;UNF
DIG6436,PLAYABLE TEXTS AND TECHNOLOGY,2,FAU;UCF
DIG6547C,PREPRODUCTION AND PROTOTYPING,2,FAU;UCF
DIG6589C,PORTFOLIO WORKSHOP,2,FAU;UCF
DIG6605,PHYSICAL COMPUTING,2,FAU;UCF
DIG6971,THESIS/RESEARCH REPORT,2,UCF;UF
DIM0101C,Diesel Engine Mechanic/Technician Helper,16,DSC;ETC;FCTC;HC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;WHTC
DIM0102C,Diesel Electrical and Electronics Technician,17,DSC;ETC;FCTC;HC;IRSC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;WHTC
DIM0103,Diesel Engine Preventative Maintenance Technician,14,FCTC;HC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PTCC;RME;RTC;STC;WHTC
DIM0104C,Diesel Engine Technician,17,DSC;ETC;FCTC;HC;IRSC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;WHTC
DIM0105C,Diesel Brakes Technician,16,DSC;ETC;FCTC;HC;IRSC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PTCC;RME;RTC;WHTC
DIM0106C,Diesel Heating and Air Conditioning Technician,14,FCTC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;STC;WHTC
DIM0107C,Diesel Steering and Suspension Technician,14,FCTC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;STC;WHTC
DIM0108C,Diesel Drivetrain Technician,14,FCTC;ITECH;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;STC;WHTC
DIM0109C,Diesel Hydraulics Technician,14,FCTC;HC;LMLTC;LTC;MLEC;MTCC;NFTC;OTCSC;PESC;PTCC;RME;RTC;STC;WHTC
DIM0110,Diesel Power Train Technician,2,ITECH;WHTC
DIM0200C,DIESEL DRIVE TRAIN SYSTEMS,2,PBSC;SFC
DIM0810C,TRANSIT EQUIPMENT PREVENTIVE MAINTENANCE,3,DSC;HC;NWFSC
DIM0811C,TRANSIT BASIC ELECTRICAL SYSTEMS,3,DSC;HC;NWFSC
DIM0812C,TRANSIT WHEEL CHAIR LIFT/RAMP,2,HC;NWFSC
DIM0813C,TRANSIT DIESEL ENGINE PREVENTIVE MAINTENANCE,3,DSC;HC;NWFSC
DIM0814C,TRANSIT STEERING AND SUSPENSION,3,DSC;HC;NWFSC
DIM0820C,TRANSIT HYDRAULICS,3,DSC;HC;NWFSC
DIM0821C,TRANSIT DIESEL ELECTRICAL & DIESEL ENGINE ELECTRONICS,3,DSC;HC;NWFSC
DIM0822C,TRANSIT DRIVETRAIN TECHNICIAN,3,DSC;HC;NWFSC
DIM0823C,TRANSIT INTERMEDIATE ELECTRICAL SYSTEMS TECHNICIAN,3,DSC;HC;NWFSC
DIM0824C,TRANSIT BRAKES/AIR SYSTEM,3,DSC;HC;NWFSC
DIM0830C,TRANSIT ALTERNATIVE FUEL SYSTEMS,3,DSC;HC;NWFSC
DIM0831C,TRANSIT ADVANCED ELECTRICAL SYSTEMS TECHNICIAN,3,DSC;HC;NWFSC
DIM0832C,TRANSIT HEATING AND AC,3,DSC;HC;NWFSC
DIM0833C,"TRANSMISSION DIAGNOSIS, REBUILD AND REPAIR TECHNICIAN",3,DSC;HC;NWFSC
DIM0834C,DIESEL ENGINE DIAGNOSIS,3,DSC;HC;NWFSC
DSC1002,DOMESTIC AND INTERNATIONAL TERRORISM,8,BC;HC;IRSC;MDC;PBSC;SPC;SSCF;TSC
DSC1003,INTRODUCTION TO HOMELAND SECURITY,5,EFSC;ERAU;HC;IRSC;RU
DSC1004,INTRODUCTION TO THE NRF AND NIMS,3,FSCJ;SPC;TSC
DSC1006,INTRODUCTION TO HOMELAND SECURITY,8,BC;FSCJ;FSWSC;KU;MDC;SJRSC;TSC;VC
DSC1011,TERRORISM,2,FSCJ;KU
DSC1222,DISASTER VICTIMS,3,FSCJ;IRSC;SPC
DSC1552,CRITICAL INFRASTRUCTURE PROTECTION,3,FSCJ;SPC;TSC
DSC1562,HOMELAND SECURITY THREAT STRATEGY,2,FSCJ;SPC
DSC1570,INTRODUCTION TO CYBER-TERRORISM,2,FNU;KU
DSC1631,TERRORISM RESPONSE PLANNING,3,FSCJ;SPC;TSC
DSC1751,DISASTER POLICY AND LAW,2,FSCJ;SPC
DSC2004,NATIONAL INCIDENT MANAGEMENT,2,ERAU;EWU
DSC2005,TERRORISM,2,JSOU;RU
DSC2033,INTRO TO TERRORIST TACTICS & WEAPONS,2,HC;KU
DSC2212,DISASTER RESPONSE AND RECOVERY,3,FSCJ;GCSC;IRSC
DSC2242,TRANSPORTATION AND BORDER SECURITY,5,BC;EWU;FSCJ;MDC;VC
DSC2501,WRITING AND REPORTING FOR THE IC,2,MDC;TSC
DSC2570,CYBER-TERRORISM,2,FSCJ;HC
DSC2590,INTELLIGENCE ANALYSIS AND SECURITY MANAGEMENT,7,BC;FSCJ;HC;JSOU;MDC;TSC;VC
DSC3013,TERRORISM AND HOMELAND SECURITY,4,EWU;FSU;SCFMS;USF
DSC3034,TERRORISM PREPAREDNESS,2,FSWSC;KU
DSC3079,FOUNDATIONS OF PUBLIC SAFETY MANAGEMENT,6,CF;DORAL;EFSC;FSCJ;PSC;SSCF
DSC3215,EMERGENCY PLANNING,3,CF;EFSC;IRSC
DSC3226,NATIONAL INCIDENT MANAGEMENT,2,EFSC;FSCJ
DSC3243,INDUSTRIAL SECURITY,2,SCFMS;VC
DSC3594,INTRO TO INTELLIGENCE ANALYSIS,2,FGCU;USF
DSC4012,TERRORISM,7,DORAL;FAU;FIU;MDC;PSC;SFSC;UCF
DSC4013,CAPSTONE PROJECT,3,CF;GCSC;UCF
DSC4016,PUBLIC SAFETY POLICY AND LAW,2,EFSC;FSCJ
DSC4201,FOUNDATIONS OF EMERGENCY MANAGEMENT,2,DSC;FSU
DSC4214,EMERGENCY PLANNING AND RESPONSE,5,FSCJ;KU;MDC;PHSC;RU
DSC4215,EMERGENCY PLANNING AND SECURITY MEASURES,2,MDC;SSCF
DSC4216,ALL HAZARDS EMERGENCY PLANNING,2,DSC;EWU
DSC4554,CRITICAL INFRASTRUCTURE PROTECTION,2,KU;SSCF
DSC4594,INTELLIGENCE ANALYSIS,2,FSU;SCFMS
DSC4710,PUBLIC SAFETY MANAGEMENT CAPSTONE,2,EFSC;FSCJ
DSC4725,REPSONSE AND RECOVERY,3,DSC;EWU;FSU
DSC4755,DOMESTIC SECURITY,2,CF;GCSC
DSC4931,SPECIAL TOPICS IN PUBLIC SAFETY,2,CF;IRSC
DSC6020,TERRORISM AND HOMELAND SECURITY,2,FIU;USF
EAB3002,INTRO TO APPLD BEHAV ANALYSIS,4,FGCU;FIU;FNU;UF
EAB3703,PRINCIPLES OF BEHAVIOR MODIFICATION,3,EWU;FSU;UCF
EAB4704,BEHAVIOR ASSESSMENT AND DATA COLLECTION,2,EWU;KU
EAB4741,ORGANIZATIONAL BEHAVIOR MANAGEMENT,2,FIU;UF
EAB4752,ASSESSMENT AND INTERVENTION IN APPLIED BEHAVIOR ANALYSIS,2,FNU;KU
EAB4782,ETHICS IN APPLIED BEHAVIOR ANALYSIS,3,FIU;FNU;KU
EAB4783,SUPERVISION AND MANAGEMENT IN APPLIED BEHAVIOR ANALYSIS,2,FAMU;FNU
EAB4798,SINGLE CASE RESEARCH METHODS,3,FIU;FNU;KU
EAB4941,INTERNSHIP,2,EWU;UCF
EAB5700,BEHAVIOR ANALYSIS,3,FIU;FSU;UWF
EAB5701,BEHAVIOR ASSESSMENTS,3,FIU;FNU;FSU
EAB5708,EXPERIMENTAL ANALYSIS OF BEHAVIOR,2,FSU;UWF
EAB5740,BEHAVIOR ANALYSIS IN PERFORMANCE MANAGEMENT AND SUPERVISION,3,FNU;FSU;UWF
EAB5745,BEHAVIOR ANALYSIS IN ORGANIZATIONS,2,FSU;UWF
EAB5746,BEHAVIOR SYSTEMS ANALYSIS,2,FSU;UWF
EAB5917,DIRECTED RESEARCH,2,FIU;UCF
EAB5937,SPECIAL TOPICS,2,FIU;UCF
EAB6140,CONCEPTS & PRINCIPLES IN ABA,2,FAMU;UWF
EAB6707,LEARNING AND DEVELOPMENT,2,FIU;UF
EAB6716,ADVANCED FOUNDATIONS IN BEHAVIOR ANALYSIS,2,FNU;UF
EAB6755,MEASUREMENT & EXPERIMENTAL DESIGN,2,FAMU;FNU
EAB6768,BEHAVIOR ASSESSMENT,2,FAMU;FNU
EAB6780,ETHICS FOR BEHAVIOR ANALYSTS,5,FAMU;FIU;FNU;UF;UWF
EAB6937C,SEMINAR SPECIAL TOPICS IN EXPER ANAL BEH,2,FNU;UF
EAP0100C,SPEECH/LISTENING I,4,BC;HC;MDC;PBSC
EAP0120C,READING 1,4,BC;HC;MDC;PBSC
EAP0140,WRITING I,2,HC;MDC
EAP0160,GRAMMAR 1,3,HC;MDC;PBSC
EAP0185C,ESL GRAMMAR/WRITING I,2,BC;PHSC
EAP0200C,SPEECH/LISTENING II,8,BC;FNU;HC;MDC;PBSC;PSC;SFC;SPC
